,label,tweet,tokenize_text,stop removal text,stemmed_text
1668,Positif,semoga secangkir toraja bisa menjadi teman penyemangatmu yuk beraktivitas,"['semoga', 'secangkir', 'toraja', 'bisa', 'menjadi', 'teman', 'penyemangatmu', 'yuk', 'beraktivitas']","['semoga', 'secangkir', 'toraja', 'menjadi', 'teman', 'penyemangatmu', 'yuk', 'beraktivitas']",moga cangkir toraja jadi teman semangat yuk aktivitas
1669,Negatif,mereka mau ceritakan apapun tglo toh mereka sebenarnya buka aib dirinya sendiri yaitu iri dan tidak mampu ingin jadi kayak kamu sok focusing on your path biarkan anjing mengongong hater mengongong,"['mereka', 'mau', 'ceritakan', 'apapun', 'tglo', 'toh', 'mereka', 'sebenarnya', 'buka', 'aib', 'dirinya', 'sendiri', 'yaitu', 'iri', 'dan', 'tidak', 'mampu', 'ingin', 'jadi', 'kayak', 'kamu', 'sok', 'focusing', 'on', 'your', 'path', 'biarkan', 'anjing', 'mengongong', 'hater', 'mengongong']","['mau', 'ceritakan', 'apapun', 'tglo', 'mereka', 'sebenarnya', 'buka', 'aib', 'dirinya', 'sendiri', 'iri', 'tidak', 'mampu', 'jadi', 'kayak', 'kamu', 'sok', 'focusing', 'on', 'your', 'path', 'biarkan', 'anjing', 'mengongong', 'hater', 'mengongong']",mau cerita apa tglo mereka benar buka aib diri sendiri iri tidak mampu jadi kayak kamu sok focusing on your path biar anjing mengongong hater mengongong
1670,Negatif,satu hal yang terburuk dalam hidupku adalah ketika aku tak langsung mengerjakan masalah yang seharusnya aku kerjakan sering aku lakukan padahal jam dinding sudah terus berpindah tunda tunda tunda tunda sampai kamu menua tunda laporan,"['satu', 'hal', 'yang', 'terburuk', 'dalam', 'hidupku', 'adalah', 'ketika', 'aku', 'tak', 'langsung', 'mengerjakan', 'masalah', 'yang', 'seharusnya', 'aku', 'kerjakan', 'sering', 'aku', 'lakukan', 'padahal', 'jam', 'dinding', 'sudah', 'terus', 'berpindah', 'tunda', 'tunda', 'tunda', 'tunda', 'sampai', 'kamu', 'menua', 'tunda', 'laporan']","['satu', 'terburuk', 'hidupku', 'ketika', 'aku', 'tak', 'langsung', 'mengerjakan', 'masalah', 'yang', 'seharusnya', 'aku', 'kerjakan', 'sering', 'aku', 'lakukan', 'padahal', 'jam', 'dinding', 'terus', 'berpindah', 'tunda', 'tunda', 'tunda', 'tunda', 'kamu', 'menua', 'tunda', 'laporan']",satu buruk hidup ketika aku tak langsung kerja masalah yang harus aku kerja sering aku laku padahal jam dinding terus pindah tunda tunda tunda tunda kamu tua tunda lapor
1671,Negatif,pencitran terbesar kampus itu ketika mau akreditasi semua ruangan dirapikan yang dulunya tidak ada menjadi ada yang dulunya ada malah dihilangkan,"['pencitran', 'terbesar', 'kampus', 'itu', 'ketika', 'mau', 'akreditasi', 'semua', 'ruangan', 'dirapikan', 'yang', 'dulunya', 'tidak', 'ada', 'menjadi', 'ada', 'yang', 'dulunya', 'ada', 'malah', 'dihilangkan']","['pencitran', 'terbesar', 'kampus', 'ketika', 'mau', 'akreditasi', 'semua', 'ruangan', 'dirapikan', 'menjadi', 'ada', 'yang', 'dulunya', 'ada', 'malah', 'dihilangkan']",pencitran besar kampus ketika mau akreditasi semua ruang rapi jadi ada yang dulunya ada malah hilang
1672,Negatif,hibur gue tolong hibur gue justin astaga gue berharap kemarin cuma rumor gue bahkan berharap bukan hailey perempuanya walaupun gue tau faktanya mereka sudah tunangan,"['hibur', 'gue', 'tolong', 'hibur', 'gue', 'justin', 'astaga', 'gue', 'berharap', 'kemarin', 'cuma', 'rumor', 'gue', 'bahkan', 'berharap', 'bukan', 'hailey', 'perempuanya', 'walaupun', 'gue', 'tau', 'faktanya', 'mereka', 'sudah', 'tunangan']","['hibur', 'gue', 'hibur', 'gue', 'justin', 'astaga', 'gue', 'berharap', 'kemarin', 'cuma', 'rumor', 'gue', 'bahkan', 'berharap', 'bukan', 'hailey', 'perempuanya', 'walaupun', 'gue', 'tau', 'faktanya', 'sudah', 'tunangan']",hibur gue hibur gue justin astaga gue harap kemarin cuma rumor gue bahkan harap bukan hailey perempuanya walaupun gue tau fakta sudah tunang
1673,Positif,betapa nikmatnya sate kambing itu karena pembakaran bara api dan bumbu ke cap no satu makan secukupnya untuk keringat penghangat badan berlebihan bikin darah tingi keringat dingin jantungan bisa modar kemudi an,"['betapa', 'nikmatnya', 'sate', 'kambing', 'itu', 'karena', 'pembakaran', 'bara', 'api', 'dan', 'bumbu', 'ke', 'cap', 'no', 'satu', 'makan', 'secukupnya', 'untuk', 'keringat', 'penghangat', 'badan', 'berlebihan', 'bikin', 'darah', 'tingi', 'keringat', 'dingin', 'jantungan', 'bisa', 'modar', 'kemudi', 'an']","['betapa', 'nikmatnya', 'sate', 'kambing', 'karena', 'pembakaran', 'bara', 'api', 'bumbu', 'cap', 'no', 'satu', 'makan', 'secukupnya', 'keringat', 'penghangat', 'badan', 'berlebihan', 'bikin', 'darah', 'tingi', 'keringat', 'dingin', 'jantungan', 'modar', 'kemudi', 'an']",betapa nikmat sate kambing karena bakar bara api bumbu cap no satu makan cukup keringat hangat badan lebih bikin darah tingi keringat dingin jantung modar kemudi an
1674,Negatif,baru merasakan nih gue benar duit di dompet tinggal ribu doang di atm tinggal sedikit dan tidak bisa diambil karena saldo tidak cukup ternyata gue benar miskin yawla,"['baru', 'merasakan', 'nih', 'gue', 'benar', 'duit', 'di', 'dompet', 'tinggal', 'ribu', 'doang', 'di', 'atm', 'tinggal', 'sedikit', 'dan', 'tidak', 'bisa', 'diambil', 'karena', 'saldo', 'tidak', 'cukup', 'ternyata', 'gue', 'benar', 'miskin', 'yawla']","['baru', 'merasakan', 'nih', 'gue', 'benar', 'duit', 'dompet', 'tinggal', 'ribu', 'doang', 'atm', 'tinggal', 'sedikit', 'diambil', 'saldo', 'tidak', 'cukup', 'ternyata', 'gue', 'benar', 'miskin', 'yawla']",baru rasa nih gue benar duit dompet tinggal ribu doang atm tinggal sedikit ambil saldo tidak cukup nyata gue benar miskin yawla
1675,Negatif,inalilahi wainailaihi rajiun semoga seluruh amal ibadah beliau diterimah dan diridloi alah subhanahu wa taala semoga penjeblos ustaz ab diberi hidayah oleh alah subhanahu wa taala atau mendapatkan seluruh ganjaran yang setimpal uniform resource locator,"['inalilahi', 'wainailaihi', 'rajiun', 'semoga', 'seluruh', 'amal', 'ibadah', 'beliau', 'diterimah', 'dan', 'diridloi', 'alah', 'subhanahu', 'wa', 'taala', 'semoga', 'penjeblos', 'ustaz', 'ab', 'diberi', 'hidayah', 'oleh', 'alah', 'subhanahu', 'wa', 'taala', 'atau', 'mendapatkan', 'seluruh', 'ganjaran', 'yang', 'setimpal', 'uniform', 'resource', 'locator']","['inalilahi', 'wainailaihi', 'rajiun', 'semoga', 'seluruh', 'amal', 'ibadah', 'beliau', 'diterimah', 'diridloi', 'alah', 'subhanahu', 'wa', 'taala', 'semoga', 'penjeblos', 'ustaz', 'ab', 'diberi', 'hidayah', 'alah', 'subhanahu', 'wa', 'taala', 'mendapatkan', 'seluruh', 'ganjaran', 'setimpal', 'uniform', 'resource', 'locator']",inalilahi wainailaihi rajiun moga seluruh amal ibadah beliau diterimah diridloi alah subhanahu wa taala moga jeblos ustaz ab beri hidayah alah subhanahu wa taala dapat seluruh ganjar timpal uniform resource locator
1676,Negatif,nama pengguna kasihan itu partai keadilan sejahtera sudah ngemisngemis sodori namanama calon wakil presiden kalau tidak di pilih apalagi kalau menitmenit terakhir pilih calon wakil presidennya tamat calon wakil presiden partai keadilan sejahtera pilihanye,"['nama', 'pengguna', 'kasihan', 'itu', 'partai', 'keadilan', 'sejahtera', 'sudah', 'ngemisngemis', 'sodori', 'namanama', 'calon', 'wakil', 'presiden', 'kalau', 'tidak', 'di', 'pilih', 'apalagi', 'kalau', 'menitmenit', 'terakhir', 'pilih', 'calon', 'wakil', 'presidennya', 'tamat', 'calon', 'wakil', 'presiden', 'partai', 'keadilan', 'sejahtera', 'pilihanye']","['nama', 'pengguna', 'kasihan', 'partai', 'keadilan', 'sejahtera', 'ngemisngemis', 'sodori', 'namanama', 'calon', 'wakil', 'presiden', 'kalau', 'di', 'pilih', 'kalau', 'menitmenit', 'terakhir', 'pilih', 'calon', 'wakil', 'presidennya', 'tamat', 'calon', 'wakil', 'presiden', 'partai', 'keadilan', 'sejahtera', 'pilihanye']",nama guna kasihan partai adil sejahtera ngemisngemis sodor namanama calon wakil presiden kalau di pilih kalau menitmenit akhir pilih calon wakil presiden tamat calon wakil presiden partai adil sejahtera pilihanye
1677,Negatif,aku sempat menonton beritanya waktu di thailand cuma karena tidak mengerti bahasanya jadi aku diam saja nde baru sampai bali baru tau yang aku tonton berita tentang itu,"['aku', 'sempat', 'menonton', 'beritanya', 'waktu', 'di', 'thailand', 'cuma', 'karena', 'tidak', 'mengerti', 'bahasanya', 'jadi', 'aku', 'diam', 'saja', 'nde', 'baru', 'sampai', 'bali', 'baru', 'tau', 'yang', 'aku', 'tonton', 'berita', 'tentang', 'itu']","['aku', 'sempat', 'menonton', 'beritanya', 'waktu', 'thailand', 'cuma', 'tidak', 'mengerti', 'bahasanya', 'jadi', 'aku', 'diam', 'nde', 'baru', 'bali', 'baru', 'tau', 'aku', 'tonton', 'berita', 'itu']",aku sempat tonton berita waktu thailand cuma tidak erti bahasa jadi aku diam nde baru bal baru tau aku tonton berita itu
1678,Negatif,dari wajah pak jokowi apanya sih yang kelihatan cina nya itu polower nya sih botakndut mustopa masih ada yang menuduh p jokowi turunan cina lagi stres urusan kantor jadi stalking sana sini hihi,"['dari', 'wajah', 'pak', 'jokowi', 'apanya', 'sih', 'yang', 'kelihatan', 'cina', 'nya', 'itu', 'polower', 'nya', 'sih', 'botakndut', 'mustopa', 'masih', 'ada', 'yang', 'menuduh', 'p', 'jokowi', 'turunan', 'cina', 'lagi', 'stres', 'urusan', 'kantor', 'jadi', 'stalking', 'sana', 'sini', 'hihi']","['wajah', 'pak', 'jokowi', 'apanya', 'sih', 'kelihatan', 'cina', 'nya', 'polower', 'nya', 'sih', 'botakndut', 'mustopa', 'ada', 'menuduh', 'p', 'jokowi', 'turunan', 'cina', 'stres', 'urusan', 'kantor', 'jadi', 'stalking', 'sana', 'sini', 'hihi']",wajah pak jokowi apa sih lihat cina nya polower nya sih botakndut mustopa ada tuduh p jokowi turun cina stres urus kantor jadi stalking sana sini hihi
1679,Negatif,masih ikut dengan mertua rasanya nano nano banget mencari rumah buat di kredit juga susah banget posisi lagi hamil anak pertama kadang bikin emosi naik turun pengenya mandiri tapi mungkin belum satnya,"['masih', 'ikut', 'dengan', 'mertua', 'rasanya', 'nano', 'nano', 'banget', 'mencari', 'rumah', 'buat', 'di', 'kredit', 'juga', 'susah', 'banget', 'posisi', 'lagi', 'hamil', 'anak', 'pertama', 'kadang', 'bikin', 'emosi', 'naik', 'turun', 'pengenya', 'mandiri', 'tapi', 'mungkin', 'belum', 'satnya']","['ikut', 'mertua', 'rasanya', 'nano', 'nano', 'banget', 'mencari', 'rumah', 'buat', 'kredit', 'susah', 'banget', 'posisi', 'hamil', 'anak', 'pertama', 'kadang', 'bikin', 'emosi', 'naik', 'turun', 'pengenya', 'mandiri', 'mungkin', 'satnya']",ikut mertua rasa nano nano banget cari rumah buat kredit susah banget posisi hamil anak pertama kadang bikin emosi naik turun kenya mandiri mungkin sat
1680,Positif,berasa baca novel sejenis novel deh lestari karena informasi sangat ril tapi ternyata ini kisah nyata sebuah kasus cacat hukum,"['berasa', 'baca', 'novel', 'sejenis', 'novel', 'deh', 'lestari', 'karena', 'informasi', 'sangat', 'ril', 'tapi', 'ternyata', 'ini', 'kisah', 'nyata', 'sebuah', 'kasus', 'cacat', 'hukum']","['berasa', 'baca', 'novel', 'sejenis', 'novel', 'deh', 'lestari', 'informasi', 'sangat', 'ril', 'ternyata', 'kisah', 'nyata', 'sebuah', 'kasus', 'cacat', 'hukum']",asa baca novel jenis novel deh lestari informasi sangat ril nyata kisah nyata buah kasus cacat hukum
1681,Positif,kurang lebih tahun kenal dengan mereka dan mengakrabkan diri aku beruntung mereka baik salihah dan tidak pelit aku suka kalian,"['kurang', 'lebih', 'tahun', 'kenal', 'dengan', 'mereka', 'dan', 'mengakrabkan', 'diri', 'aku', 'beruntung', 'mereka', 'baik', 'salihah', 'dan', 'tidak', 'pelit', 'aku', 'suka', 'kalian']","['kurang', 'lebih', 'tahun', 'kenal', 'mengakrabkan', 'diri', 'aku', 'beruntung', 'mereka', 'baik', 'salihah', 'tidak', 'pelit', 'aku', 'suka', 'kalian']",kurang lebih tahun kenal akrab diri aku untung mereka baik salihah tidak pelit aku suka kalian
1682,Positif,sukses selalu tiada hnti karyamu membuat kemakmuran negeri dan selamat tugas mulia pak menteri dan tims barakat selalu,"['sukses', 'selalu', 'tiada', 'hnti', 'karyamu', 'membuat', 'kemakmuran', 'negeri', 'dan', 'selamat', 'tugas', 'mulia', 'pak', 'menteri', 'dan', 'tims', 'barakat', 'selalu']","['sukses', 'selalu', 'tiada', 'hnti', 'karyamu', 'membuat', 'kemakmuran', 'negeri', 'selamat', 'tugas', 'mulia', 'pak', 'menteri', 'tims', 'barakat', 'selalu']",sukses selalu tiada hnti karya buat makmur negeri selamat tugas mulia pak menteri tims barakat selalu
1683,Positif,baru tau kalau anak sekolah dasar sekarang tidak pakai buku tulis harus disampul coklat mereka menggunakan binder file keren lah gue tidak perlu repot sampul menyampul belasan buku,"['baru', 'tau', 'kalau', 'anak', 'sekolah', 'dasar', 'sekarang', 'tidak', 'pakai', 'buku', 'tulis', 'harus', 'disampul', 'coklat', 'mereka', 'menggunakan', 'binder', 'file', 'keren', 'lah', 'gue', 'tidak', 'perlu', 'repot', 'sampul', 'menyampul', 'belasan', 'buku']","['baru', 'tau', 'kalau', 'anak', 'sekolah', 'dasar', 'sekarang', 'pakai', 'buku', 'tulis', 'disampul', 'coklat', 'menggunakan', 'binder', 'file', 'keren', 'lah', 'gue', 'perlu', 'repot', 'sampul', 'menyampul', 'belasan', 'buku']",baru tau kalau anak sekolah dasar sekarang pakai buku tulis sampul coklat guna binder file keren lah gue perlu repot sampul sampul bas buku
1684,Negatif,maling nya ternyata itu juga harusnya komisi pemberantasan korupsi berani konfrontasikan megawati dengan kwik tapi komisi pilih kasus tidak akan mau perpanjang kasus ini mau diratakan apa komisi pemberantasan korupsi oleh sih banteng merah uniform resource locator,"['maling', 'nya', 'ternyata', 'itu', 'juga', 'harusnya', 'komisi', 'pemberantasan', 'korupsi', 'berani', 'konfrontasikan', 'megawati', 'dengan', 'kwik', 'tapi', 'komisi', 'pilih', 'kasus', 'tidak', 'akan', 'mau', 'perpanjang', 'kasus', 'ini', 'mau', 'diratakan', 'apa', 'komisi', 'pemberantasan', 'korupsi', 'oleh', 'sih', 'banteng', 'merah', 'uniform', 'resource', 'locator']","['maling', 'nya', 'ternyata', 'juga', 'harusnya', 'komisi', 'pemberantasan', 'korupsi', 'berani', 'konfrontasikan', 'megawati', 'kwik', 'komisi', 'pilih', 'kasus', 'akan', 'mau', 'perpanjang', 'kasus', 'mau', 'diratakan', 'apa', 'komisi', 'pemberantasan', 'korupsi', 'sih', 'banteng', 'merah', 'uniform', 'resource', 'locator']",maling nya nyata juga harus komisi berantas korupsi berani konfrontasi megawati kwik komisi pilih kasus akan mau panjang kasus mau rata apa komisi berantas korupsi sih banteng merah uniform resource locator
1685,Positif,waktu indonesia bagian barat akhirnya geng sosialita kumpul breakfast cantik dari tbs dan kelapa gading holiday breakfast cantik pizahut juanda jakarta indonesia tuesday,"['waktu', 'indonesia', 'bagian', 'barat', 'akhirnya', 'geng', 'sosialita', 'kumpul', 'breakfast', 'cantik', 'dari', 'tbs', 'dan', 'kelapa', 'gading', 'holiday', 'breakfast', 'cantik', 'pizahut', 'juanda', 'jakarta', 'indonesia', 'tuesday']","['waktu', 'indonesia', 'bagian', 'barat', 'akhirnya', 'geng', 'sosialita', 'kumpul', 'breakfast', 'cantik', 'tbs', 'kelapa', 'gading', 'holiday', 'breakfast', 'cantik', 'pizahut', 'juanda', 'jakarta', 'indonesia', 'tuesday']",waktu indonesia bagi barat akhir geng sosialita kumpul breakfast cantik tbs kelapa gading holiday breakfast cantik pizahut juanda jakarta indonesia tuesday
1686,Negatif,yang sombong sudah pasti ada saja balesanya karena tuhan tidak tidur heran sama teman organisasi yang ngesok banget dibilangi mau dibantu mencari sponsor katanya enggak usah sudah ada semua aku punya link mbak tidak cuma berbicara doang eh dia tidak mau,"['yang', 'sombong', 'sudah', 'pasti', 'ada', 'saja', 'balesanya', 'karena', 'tuhan', 'tidak', 'tidur', 'heran', 'sama', 'teman', 'organisasi', 'yang', 'ngesok', 'banget', 'dibilangi', 'mau', 'dibantu', 'mencari', 'sponsor', 'katanya', 'enggak', 'usah', 'sudah', 'ada', 'semua', 'aku', 'punya', 'link', 'mbak', 'tidak', 'cuma', 'berbicara', 'doang', 'eh', 'dia', 'tidak', 'mau']","['sombong', 'pasti', 'saja', 'balesanya', 'tuhan', 'tidur', 'heran', 'sama', 'teman', 'organisasi', 'ngesok', 'banget', 'dibilangi', 'mau', 'dibantu', 'mencari', 'sponsor', 'katanya', 'enggak', 'usah', 'ada', 'semua', 'aku', 'punya', 'link', 'mbak', 'cuma', 'berbicara', 'doang', 'eh', 'tidak', 'mau']",sombong pasti saja balesanya tuhan tidur heran sama teman organisasi ngesok banget bilang mau bantu cari sponsor kata enggak usah ada semua aku punya link mbak cuma bicara doang eh tidak mau
1687,Negatif,sedih lihat kondisi rahtawu sekarang kayak begini lebih suka kondisi rahtawu yang dulu sepi dan alami sekitarkudus infosekitarkudus kudus riprahtawu nama pengguna uniform resource locator,"['sedih', 'lihat', 'kondisi', 'rahtawu', 'sekarang', 'kayak', 'begini', 'lebih', 'suka', 'kondisi', 'rahtawu', 'yang', 'dulu', 'sepi', 'dan', 'alami', 'sekitarkudus', 'infosekitarkudus', 'kudus', 'riprahtawu', 'nama', 'pengguna', 'uniform', 'resource', 'locator']","['sedih', 'lihat', 'kondisi', 'rahtawu', 'sekarang', 'kayak', 'begini', 'lebih', 'suka', 'kondisi', 'rahtawu', 'dulu', 'sepi', 'alami', 'sekitarkudus', 'infosekitarkudus', 'kudus', 'riprahtawu', 'nama', 'pengguna', 'uniform', 'resource', 'locator']",sedih lihat kondisi rahtawu sekarang kayak begini lebih suka kondisi rahtawu dulu sepi alami sekitarkudus infosekitarkudus kudus riprahtawu nama guna uniform resource locator
1688,Negatif,bayar pajak tahunan nomor antrean tidak dipakai dipangil by nama terus apa fungsi di beri nomor antrean nama pengguna uniform resource locator,"['bayar', 'pajak', 'tahunan', 'nomor', 'antrean', 'tidak', 'dipakai', 'dipangil', 'by', 'nama', 'terus', 'apa', 'fungsi', 'di', 'beri', 'nomor', 'antrean', 'nama', 'pengguna', 'uniform', 'resource', 'locator']","['bayar', 'pajak', 'tahunan', 'nomor', 'antrean', 'dipakai', 'dipangil', 'by', 'nama', 'terus', 'apa', 'fungsi', 'beri', 'nomor', 'antrean', 'nama', 'pengguna', 'uniform', 'resource', 'locator']",bayar pajak tahun nomor antre pakai dipangil by nama terus apa fungsi beri nomor antre nama guna uniform resource locator
1689,Positif,kita semua mengaturkan kesuwun yang setinginya kepada pakjokowi dan kabinet dengan kinerja yang super banget untuk kemakmuran rakyat,"['kita', 'semua', 'mengaturkan', 'kesuwun', 'yang', 'setinginya', 'kepada', 'pakjokowi', 'dan', 'kabinet', 'dengan', 'kinerja', 'yang', 'super', 'banget', 'untuk', 'kemakmuran', 'rakyat']","['semua', 'mengaturkan', 'kesuwun', 'setinginya', 'pakjokowi', 'kabinet', 'kinerja', 'super', 'banget', 'kemakmuran', 'rakyat']",semua atur kesuwun ting pakjokowi kabinet kerja super banget makmur rakyat
1690,Positif,alhamdulillah sekarang kurma bukan hanya bisa di panen di tanah arab saudi tetapi juga bisa di panen di pekanbaru riau,"['alhamdulillah', 'sekarang', 'kurma', 'bukan', 'hanya', 'bisa', 'di', 'panen', 'di', 'tanah', 'arab', 'saudi', 'tetapi', 'juga', 'bisa', 'di', 'panen', 'di', 'pekanbaru', 'riau']","['alhamdulillah', 'sekarang', 'kurma', 'bukan', 'panen', 'tanah', 'arab', 'saudi', 'juga', 'bisa', 'panen', 'di', 'pekanbaru', 'riau']",alhamdulillah sekarang kurma bukan panen tanah arab saudi juga bisa panen di pekanbaru riau
1691,Negatif,karena tidak memenuhi kuota medan cancel ya sayang mohon mav yang sebesar besarnya tiket mehong kalau cuma ekor tidak cocok hari ini nia refund uang muka buat medan ya bagi yang sudah uang muka mohon konfrmasi buat pengembalian dana sekali lagi nama pengguna mohon mav yang sebesar besarnya,"['karena', 'tidak', 'memenuhi', 'kuota', 'medan', 'cancel', 'ya', 'sayang', 'mohon', 'mav', 'yang', 'sebesar', 'besarnya', 'tiket', 'mehong', 'kalau', 'cuma', 'ekor', 'tidak', 'cocok', 'hari', 'ini', 'nia', 'refund', 'uang', 'muka', 'buat', 'medan', 'ya', 'bagi', 'yang', 'sudah', 'uang', 'muka', 'mohon', 'konfrmasi', 'buat', 'pengembalian', 'dana', 'sekali', 'lagi', 'nama', 'pengguna', 'mohon', 'mav', 'yang', 'sebesar', 'besarnya']","['memenuhi', 'kuota', 'medan', 'cancel', 'sayang', 'mohon', 'mav', 'sebesar', 'besarnya', 'tiket', 'mehong', 'kalau', 'cuma', 'ekor', 'tidak', 'cocok', 'hari', 'nia', 'refund', 'uang', 'muka', 'buat', 'medan', 'bagi', 'sudah', 'uang', 'muka', 'mohon', 'konfrmasi', 'buat', 'pengembalian', 'dana', 'sekali', 'nama', 'pengguna', 'mohon', 'mav', 'sebesar', 'besarnya']",penuh kuota medan cancel sayang mohon mav besar besar tiket mehong kalau cuma ekor tidak cocok hari nia refund uang muka buat medan bagi sudah uang muka mohon konfrmasi buat kembali dana sekali nama guna mohon mav besar besar
1692,Negatif,hayolo sekarang siapa yang mengemis meminta dicari sponsor kemarin kemana saja pas aku lagi baik hati mau bantu kamu sudah mepet acara begini bingung pada mencari sponsor perusahanlu sendiri apa yang mau kamu memintakan tolong,"['hayolo', 'sekarang', 'siapa', 'yang', 'mengemis', 'meminta', 'dicari', 'sponsor', 'kemarin', 'kemana', 'saja', 'pas', 'aku', 'lagi', 'baik', 'hati', 'mau', 'bantu', 'kamu', 'sudah', 'mepet', 'acara', 'begini', 'bingung', 'pada', 'mencari', 'sponsor', 'perusahanlu', 'sendiri', 'apa', 'yang', 'mau', 'kamu', 'memintakan', 'tolong']","['hayolo', 'sekarang', 'siapa', 'mengemis', 'meminta', 'dicari', 'sponsor', 'kemarin', 'saja', 'pas', 'aku', 'baik', 'hati', 'mau', 'bantu', 'kamu', 'mepet', 'acara', 'begini', 'bingung', 'mencari', 'sponsor', 'perusahanlu', 'sendiri', 'apa', 'mau', 'kamu', 'memintakan']",hayolo sekarang siapa emis minta cari sponsor kemarin saja pas aku baik hati mau bantu kamu mepet acara begini bingung cari sponsor perusahanlu sendiri apa mau kamu minta
1693,Negatif,ya alah sudah hari ini lasut kemarin bangun jam padahal kerja jam hari ini ingetnya kereta jam taunya ya alah semoga aku tidak lasut juga hari h,"['ya', 'alah', 'sudah', 'hari', 'ini', 'lasut', 'kemarin', 'bangun', 'jam', 'padahal', 'kerja', 'jam', 'hari', 'ini', 'ingetnya', 'kereta', 'jam', 'taunya', 'ya', 'alah', 'semoga', 'aku', 'tidak', 'lasut', 'juga', 'hari', 'h']","['alah', 'hari', 'lasut', 'kemarin', 'bangun', 'jam', 'padahal', 'kerja', 'jam', 'hari', 'ingetnya', 'kereta', 'jam', 'taunya', 'alah', 'semoga', 'aku', 'lasut', 'hari', 'h']",alah hari lasut kemarin bangun jam padahal kerja jam hari ingetnya kereta jam tau alah moga aku lasut hari h
1694,Negatif,suka lucu sama teman yang menyindir dengan kata sudah punya pacar adalah lupa sama teman padahal dia sendiri yang mengakuinya teman ngehubungin gue kalau lagi susah doang atau mau pinjam duit,"['suka', 'lucu', 'sama', 'teman', 'yang', 'menyindir', 'dengan', 'kata', 'sudah', 'punya', 'pacar', 'adalah', 'lupa', 'sama', 'teman', 'padahal', 'dia', 'sendiri', 'yang', 'mengakuinya', 'teman', 'ngehubungin', 'gue', 'kalau', 'lagi', 'susah', 'doang', 'atau', 'mau', 'pinjam', 'duit']","['suka', 'lucu', 'sama', 'teman', 'menyindir', 'kata', 'punya', 'pacar', 'lupa', 'sama', 'teman', 'padahal', 'sendiri', 'mengakuinya', 'teman', 'ngehubungin', 'gue', 'kalau', 'susah', 'doang', 'mau', 'pinjam', 'duit']",suka lucu sama teman sindir kata punya pacar lupa sama teman padahal sendiri aku teman ngehubungin gue kalau susah doang mau pinjam duit
1695,Negatif,sudah terjadikah islam ya islam tidak usah ditambahi dan dikurangi jangan sampai salah pilih guru jika ia masih menghalalkan musik rokok dan riba dan akan terlihat jelas mana,"['sudah', 'terjadikah', 'islam', 'ya', 'islam', 'tidak', 'usah', 'ditambahi', 'dan', 'dikurangi', 'jangan', 'sampai', 'salah', 'pilih', 'guru', 'jika', 'ia', 'masih', 'menghalalkan', 'musik', 'rokok', 'dan', 'riba', 'dan', 'akan', 'terlihat', 'jelas', 'mana']","['terjadikah', 'islam', 'islam', 'usah', 'ditambahi', 'dikurangi', 'jangan', 'salah', 'pilih', 'guru', 'ia', 'menghalalkan', 'musik', 'rokok', 'riba', 'akan', 'terlihat', 'jelas', 'mana']",jadi islam islam usah tambah rang jangan salah pilih guru ia halal musik rokok riba akan lihat jelas mana
1696,Positif,baru kali ini merasa sukarela menyebarkan kegiatan yang disukai dan bermanfat juga tanpa diminta menyebarkan pun pasti bakal disebar mulai dari sekarang mari bersepeda bersepeda bandungbersepeda bandung bandungnightride indonesiabersepeda uniform resource locator,"['baru', 'kali', 'ini', 'merasa', 'sukarela', 'menyebarkan', 'kegiatan', 'yang', 'disukai', 'dan', 'bermanfat', 'juga', 'tanpa', 'diminta', 'menyebarkan', 'pun', 'pasti', 'bakal', 'disebar', 'mulai', 'dari', 'sekarang', 'mari', 'bersepeda', 'bersepeda', 'bandungbersepeda', 'bandung', 'bandungnightride', 'indonesiabersepeda', 'uniform', 'resource', 'locator']","['baru', 'kali', 'merasa', 'sukarela', 'menyebarkan', 'kegiatan', 'disukai', 'bermanfat', 'tanpa', 'diminta', 'menyebarkan', 'pasti', 'bakal', 'disebar', 'mulai', 'sekarang', 'bersepeda', 'bersepeda', 'bandungbersepeda', 'bandung', 'bandungnightride', 'indonesiabersepeda', 'uniform', 'resource', 'locator']",baru kali rasa sukarela sebar giat suka bermanfat tanpa minta sebar pasti bakal sebar mulai sekarang sepeda sepeda bandungbersepeda bandung bandungnightride indonesiabersepeda uniform resource locator
1697,Negatif,betah di yoyakarta tetapi sudah kayak kotamu sekarang bep macet location pantai parangtritis parangtritis beach yogyakarta yogyakarta uniform resource locator,"['betah', 'di', 'yoyakarta', 'tetapi', 'sudah', 'kayak', 'kotamu', 'sekarang', 'bep', 'macet', 'location', 'pantai', 'parangtritis', 'parangtritis', 'beach', 'yogyakarta', 'yogyakarta', 'uniform', 'resource', 'locator']","['betah', 'yoyakarta', 'sudah', 'kayak', 'kotamu', 'sekarang', 'bep', 'macet', 'location', 'pantai', 'parangtritis', 'parangtritis', 'beach', 'yogyakarta', 'yogyakarta', 'uniform', 'resource', 'locator']",betah yoyakarta sudah kayak kota sekarang bep macet location pantai parangtritis parangtritis beach yogyakarta yogyakarta uniform resource locator
